data transacao;data pagamento prevista;data pagamento;numero unico;nsu;cnpj;adquirente;bandeira;natureza;valor bruto;valor liquido;mdr;mdr adquirente;resultado;total parcelas;numero parcela;antecipada
2020-08-11;2021-07-07;;da0307f0-1400-11eb-be67-3cf0113c8263;"=""812614559460687""";3160;Global;Elo;parcelado;52,2;50,8;1,4;1,04;0,36;11;11;0
2020-05-10;2020-05-11;2020-05-11;da0307f2-1400-11eb-9030-3cf0113c8263;"=""58105783411253""";8078;Rede;Hiper;debito;738,59;731,2;7,39;3,69;3,7;0;1;0
2020-09-23;2020-09-24;2020-09-24;da031b62-1400-11eb-9a0c-3cf0113c8263;"=""101638645741399""";3449;Global;Hiper;debito;453,82;449,28;4,54;2,27;2,27;0;1;0
2020-07-01;2020-07-31;2020-07-01;da031b66-1400-11eb-9259-3cf0113c8263;"=""94363469985908""";9263;Rede;Visa;parcelado;681,67;663,33;18,34;13,57;4,77;7;1;1
2020-07-01;2020-08-30;2020-07-01;da031b68-1400-11eb-9c97-3cf0113c8263;"=""94363469985908""";9263;Rede;Visa;parcelado;681,67;663,33;18,34;13,57;4,77;7;2;1
2020-07-01;2020-09-29;2020-07-01;da031b6a-1400-11eb-9505-3cf0113c8263;"=""94363469985908""";9263;Rede;Visa;parcelado;681,67;663,33;18,34;13,57;4,77;7;3;1
2020-07-01;2020-10-29;2020-07-01;da031b6c-1400-11eb-af7c-3cf0113c8263;"=""94363469985908""";9263;Rede;Visa;parcelado;681,67;663,33;18,34;13,57;4,77;7;4;1
2020-07-01;2020-11-28;2020-07-01;da031b6e-1400-11eb-ab8a-3cf0113c8263;"=""94363469985908""";9263;Rede;Visa;parcelado;681,67;663,33;18,34;13,57;4,77;7;5;1
2020-07-01;2020-12-28;2020-07-01;da031b70-1400-11eb-8f13-3cf0113c8263;"=""94363469985908""";9263;Rede;Visa;parcelado;681,67;663,33;18,34;13,57;4,77;7;6;1
2020-07-01;2021-01-27;2020-07-01;da031b72-1400-11eb-8d7b-3cf0113c8263;"=""94363469985908""";9263;Rede;Visa;parcelado;681,67;663,33;18,34;13,57;4,77;7;7;1
2020-10-20;2020-11-19;;da032eed-1400-11eb-9f32-3cf0113c8263;"=""742207759896664""";8812;Global;Elo;parcelado;284,23;277,44;6,79;5,0;1,79;2;1;0
2020-10-20;2020-12-19;;da032eef-1400-11eb-88d3-3cf0113c8263;"=""742207759896664""";8812;Global;Elo;parcelado;284,23;277,44;6,79;5,0;1,79;2;2;0
2020-09-27;2020-10-27;;da032ef1-1400-11eb-bbdc-3cf0113c8263;"=""58307725492947""";536;Rede;Elo;credito;788,83;773,13;15,7;7,1;8,6;0;1;0
2020-07-15;2020-07-16;2020-07-16;da032ef3-1400-11eb-886e-3cf0113c8263;"=""285091634236048""";299;Rede;Mastercard;debito;68,02;67,34;0,68;0,34;0,34;0;1;0
2020-08-10;2020-09-09;2020-09-09;da032ef5-1400-11eb-adf9-3cf0113c8263;"=""323448497429692""";8839;Rede;Elo;credito;500,42;490,46;9,96;4,5;5,46;0;1;0
2020-09-07;2020-09-08;2020-09-08;da034279-1400-11eb-9d69-3cf0113c8263;"=""7912772848363""";3741;Global;Mastercard;debito;506,33;501,27;5,06;2,53;2,53;0;1;0
2020-06-20;2020-07-20;2020-06-20;da03427d-1400-11eb-bbbe-3cf0113c8263;"=""960364273283433""";8559;Rede;Visa;parcelado;574,65;559,19;15,46;11,44;4,02;7;1;1
2020-06-20;2020-08-19;2020-06-20;da03427f-1400-11eb-86c0-3cf0113c8263;"=""960364273283433""";8559;Rede;Visa;parcelado;574,65;559,19;15,46;11,44;4,02;7;2;1
2020-06-20;2020-09-18;2020-06-20;da034281-1400-11eb-bdec-3cf0113c8263;"=""960364273283433""";8559;Rede;Visa;parcelado;574,65;559,19;15,46;11,44;4,02;7;3;1
2020-06-20;2020-10-18;2020-06-20;da034283-1400-11eb-9d5c-3cf0113c8263;"=""960364273283433""";8559;Rede;Visa;parcelado;574,65;559,19;15,46;11,44;4,02;7;4;1
2020-06-20;2020-11-17;2020-06-20;da034285-1400-11eb-8b72-3cf0113c8263;"=""960364273283433""";8559;Rede;Visa;parcelado;574,65;559,19;15,46;11,44;4,02;7;5;1
2020-06-20;2020-12-17;2020-06-20;da034287-1400-11eb-846f-3cf0113c8263;"=""960364273283433""";8559;Rede;Visa;parcelado;574,65;559,19;15,46;11,44;4,02;7;6;1
2020-06-20;2021-01-16;2020-06-20;da034289-1400-11eb-bd55-3cf0113c8263;"=""960364273283433""";8559;Rede;Visa;parcelado;574,65;559,19;15,46;11,44;4,02;7;7;1
2020-09-06;2020-09-07;2020-09-07;da03428b-1400-11eb-bf37-3cf0113c8263;"=""47361982914264""";4673;Global;Hiper;debito;542,19;536,77;5,42;2,71;2,71;0;1;0
2020-10-13;2020-11-12;2020-10-13;da035601-1400-11eb-8a64-3cf0113c8263;"=""74535454074265""";508;Global;Hiper;parcelado;241,96;236,18;5,78;4,26;1,52;4;1;1
2020-10-13;2020-12-12;2020-10-13;da035603-1400-11eb-b440-3cf0113c8263;"=""74535454074265""";508;Global;Hiper;parcelado;241,96;236,18;5,78;4,26;1,52;4;2;1
2020-10-13;2021-01-11;2020-10-13;da035605-1400-11eb-be58-3cf0113c8263;"=""74535454074265""";508;Global;Hiper;parcelado;241,96;236,18;5,78;4,26;1,52;4;3;1
2020-10-13;2021-02-10;2020-10-13;da035607-1400-11eb-a314-3cf0113c8263;"=""74535454074265""";508;Global;Hiper;parcelado;241,96;236,18;5,78;4,26;1,52;4;4;1
2020-09-22;2020-09-23;2020-09-23;da035609-1400-11eb-a4df-3cf0113c8263;"=""439311568783620""";1496;Global;Elo;debito;59,97;59,37;0,6;0,3;0,3;0;1;0
2020-06-19;2020-07-19;2020-06-19;da036981-1400-11eb-a865-3cf0113c8263;"=""784627971296649""";1813;Rede;Mastercard;parcelado;379,46;370,39;9,07;6,68;2,39;6;1;1
2020-06-19;2020-08-18;2020-06-19;da036983-1400-11eb-8955-3cf0113c8263;"=""784627971296649""";1813;Rede;Mastercard;parcelado;379,46;370,39;9,07;6,68;2,39;6;2;1
2020-06-19;2020-09-17;2020-06-19;da036985-1400-11eb-b746-3cf0113c8263;"=""784627971296649""";1813;Rede;Mastercard;parcelado;379,46;370,39;9,07;6,68;2,39;6;3;1
2020-06-19;2020-10-17;2020-06-19;da036987-1400-11eb-8d5e-3cf0113c8263;"=""784627971296649""";1813;Rede;Mastercard;parcelado;379,46;370,39;9,07;6,68;2,39;6;4;1
2020-06-19;2020-11-16;2020-06-19;da036989-1400-11eb-a546-3cf0113c8263;"=""784627971296649""";1813;Rede;Mastercard;parcelado;379,46;370,39;9,07;6,68;2,39;6;5;1
2020-06-19;2020-12-16;2020-06-19;da03698b-1400-11eb-bd9f-3cf0113c8263;"=""784627971296649""";1813;Rede;Mastercard;parcelado;379,46;370,39;9,07;6,68;2,39;6;6;1
2020-10-08;2020-10-09;2020-10-09;da03698d-1400-11eb-908e-3cf0113c8263;"=""391844848837675""";116;Rede;Hiper;debito;225,26;223,01;2,25;1,13;1,12;0;1;0
2020-08-15;2020-08-16;2020-08-16;da03698f-1400-11eb-abba-3cf0113c8263;"=""105622220224065""";3823;Rede;Elo;debito;59,8;59,2;0,6;0,3;0,3;0;1;0
2020-09-26;2020-10-26;;da037d08-1400-11eb-9e9c-3cf0113c8263;"=""274486222667232""";1668;Global;Hiper;credito;998,77;978,89;19,88;8,99;10,89;0;1;0
2020-09-21;2020-09-22;2020-09-22;da037d0a-1400-11eb-9471-3cf0113c8263;"=""82109422556576""";1748;Global;Elo;debito;382,3;378,48;3,82;1,91;1,91;0;1;0
2020-08-21;2020-09-20;2020-09-20;da037d0c-1400-11eb-af7b-3cf0113c8263;"=""379829412792004""";3102;Rede;Elo;credito;858,26;841,18;17,08;7,72;9,36;0;1;0
2020-06-23;2020-06-24;2020-06-24;da037d0e-1400-11eb-991a-3cf0113c8263;"=""86272926214596""";9913;Rede;Visa;debito;168,45;166,77;1,68;0,84;0,84;0;1;0
2020-10-11;2020-11-10;;da039096-1400-11eb-977d-3cf0113c8263;"=""432385704297840""";2800;Global;Visa;parcelado;678,59;662,37;16,22;11,94;4,28;6;1;0
2020-10-11;2020-12-10;;da039098-1400-11eb-8921-3cf0113c8263;"=""432385704297840""";2800;Global;Visa;parcelado;678,59;662,37;16,22;11,94;4,28;6;2;0
2020-10-11;2021-01-09;;da03909a-1400-11eb-af45-3cf0113c8263;"=""432385704297840""";2800;Global;Visa;parcelado;678,59;662,37;16,22;11,94;4,28;6;3;0
2020-10-11;2021-02-08;;da03909c-1400-11eb-b658-3cf0113c8263;"=""432385704297840""";2800;Global;Visa;parcelado;678,59;662,37;16,22;11,94;4,28;6;4;0
2020-10-11;2021-03-10;;da03909e-1400-11eb-8968-3cf0113c8263;"=""432385704297840""";2800;Global;Visa;parcelado;678,59;662,37;16,22;11,94;4,28;6;5;0
2020-10-11;2021-04-09;;da0390a0-1400-11eb-947d-3cf0113c8263;"=""432385704297840""";2800;Global;Visa;parcelado;678,59;662,37;16,22;11,94;4,28;6;6;0
2020-06-04;2020-06-05;2020-06-05;da0390a2-1400-11eb-8965-3cf0113c8263;"=""42573169824935""";2373;Global;Visa;debito;125,91;124,65;1,26;0,63;0,63;0;1;0
2020-08-01;2020-08-31;2020-08-31;da03a41b-1400-11eb-a8de-3cf0113c8263;"=""925335839884319""";9020;Rede;Elo;credito;487,08;477,39;9,69;4,38;5,31;0;1;0
2020-10-17;2020-10-18;2020-10-18;da03a41d-1400-11eb-9470-3cf0113c8263;"=""794242693747673""";6086;Rede;Hiper;debito;870,86;862,15;8,71;4,35;4,36;0;1;0
2019-11-18;2019-12-18;2019-11-18;da03a421-1400-11eb-b29b-3cf0113c8263;"=""225965483511261""";7103;Rede;Elo;parcelado;487,68;474,56;13,12;9,7;3,42;7;1;1
2019-11-18;2020-01-17;2019-11-18;da03a423-1400-11eb-a4cc-3cf0113c8263;"=""225965483511261""";7103;Rede;Elo;parcelado;487,68;474,56;13,12;9,7;3,42;7;2;1
2019-11-18;2020-02-16;2019-11-18;da03a425-1400-11eb-aa47-3cf0113c8263;"=""225965483511261""";7103;Rede;Elo;parcelado;487,68;474,56;13,12;9,7;3,42;7;3;1
2019-11-18;2020-03-17;2019-11-18;da03a427-1400-11eb-be4e-3cf0113c8263;"=""225965483511261""";7103;Rede;Elo;parcelado;487,68;474,56;13,12;9,7;3,42;7;4;1
2019-11-18;2020-04-16;2019-11-18;da03a429-1400-11eb-a796-3cf0113c8263;"=""225965483511261""";7103;Rede;Elo;parcelado;487,68;474,56;13,12;9,7;3,42;7;5;1
2019-11-18;2020-05-16;2019-11-18;da03a42b-1400-11eb-8377-3cf0113c8263;"=""225965483511261""";7103;Rede;Elo;parcelado;487,68;474,56;13,12;9,7;3,42;7;6;1
2019-11-18;2020-06-15;2019-11-18;da03a42d-1400-11eb-91cd-3cf0113c8263;"=""225965483511261""";7103;Rede;Elo;parcelado;487,68;474,56;13,12;9,7;3,42;7;7;1
2020-05-05;2020-06-04;2020-06-04;da03b7a1-1400-11eb-8109-3cf0113c8263;"=""40371179362014""";7965;Rede;Mastercard;credito;690,13;676,4;13,73;6,21;7,52;0;1;0
2020-09-10;2020-10-10;2020-10-10;da03b7a3-1400-11eb-98e2-3cf0113c8263;"=""763677534440829""";9380;Global;Mastercard;credito;586,27;574,6;11,67;5,28;6,39;0;1;0
2020-09-29;2020-10-29;;da03cb38-1400-11eb-bede-3cf0113c8263;"=""60326260442447""";8279;Rede;Elo;parcelado;901,62;880,07;21,55;15,87;5,68;4;1;0
2020-09-29;2020-11-28;;da03cb3a-1400-11eb-9af1-3cf0113c8263;"=""60326260442447""";8279;Rede;Elo;parcelado;901,62;880,07;21,55;15,87;5,68;4;2;0
2020-09-29;2020-12-28;;da03cb3c-1400-11eb-a0e6-3cf0113c8263;"=""60326260442447""";8279;Rede;Elo;parcelado;901,62;880,07;21,55;15,87;5,68;4;3;0
2020-09-29;2021-01-27;;da03cb3e-1400-11eb-8410-3cf0113c8263;"=""60326260442447""";8279;Rede;Elo;parcelado;901,62;880,07;21,55;15,87;5,68;4;4;0
2020-05-16;2020-06-15;2020-06-15;da03cb42-1400-11eb-b8df-3cf0113c8263;"=""816178092272301""";1628;Rede;Mastercard;parcelado;458,62;446,28;12,34;9,13;3,21;7;1;0
2020-05-16;2020-07-15;2020-07-15;da03cb44-1400-11eb-9b7d-3cf0113c8263;"=""816178092272301""";1628;Rede;Mastercard;parcelado;458,62;446,28;12,34;9,13;3,21;7;2;0
2020-05-16;2020-08-14;2020-08-14;da03cb46-1400-11eb-a7a5-3cf0113c8263;"=""816178092272301""";1628;Rede;Mastercard;parcelado;458,62;446,28;12,34;9,13;3,21;7;3;0
2020-05-16;2020-09-13;2020-09-13;da03cb48-1400-11eb-b15d-3cf0113c8263;"=""816178092272301""";1628;Rede;Mastercard;parcelado;458,62;446,28;12,34;9,13;3,21;7;4;0
2020-05-16;2020-10-13;2020-10-13;da03cb4a-1400-11eb-bede-3cf0113c8263;"=""816178092272301""";1628;Rede;Mastercard;parcelado;458,62;446,28;12,34;9,13;3,21;7;5;0
2020-05-16;2020-11-12;;da03cb4c-1400-11eb-84d1-3cf0113c8263;"=""816178092272301""";1628;Rede;Mastercard;parcelado;458,62;446,28;12,34;9,13;3,21;7;6;0
2020-05-16;2020-12-12;;da03cb4e-1400-11eb-9e2c-3cf0113c8263;"=""816178092272301""";1628;Rede;Mastercard;parcelado;458,62;446,28;12,34;9,13;3,21;7;7;0
2020-10-12;2020-10-13;2020-10-13;da03cb50-1400-11eb-970a-3cf0113c8263;"=""51029706297521""";5363;Global;Visa;debito;620,75;614,54;6,21;3,1;3,11;0;1;0
2020-10-04;2020-11-03;2020-10-04;da03deb6-1400-11eb-9701-3cf0113c8263;"=""448792646691691""";2558;Global;Visa;parcelado;447,79;435,74;12,05;8,91;3,14;11;1;1
2020-10-04;2020-12-03;2020-10-04;da03deb8-1400-11eb-b410-3cf0113c8263;"=""448792646691691""";2558;Global;Visa;parcelado;447,79;435,74;12,05;8,91;3,14;11;2;1
2020-10-04;2021-01-02;2020-10-04;da03deba-1400-11eb-995a-3cf0113c8263;"=""448792646691691""";2558;Global;Visa;parcelado;447,79;435,74;12,05;8,91;3,14;11;3;1
2020-10-04;2021-02-01;2020-10-04;da03debc-1400-11eb-97e1-3cf0113c8263;"=""448792646691691""";2558;Global;Visa;parcelado;447,79;435,74;12,05;8,91;3,14;11;4;1
2020-10-04;2021-03-03;2020-10-04;da03debe-1400-11eb-903a-3cf0113c8263;"=""448792646691691""";2558;Global;Visa;parcelado;447,79;435,74;12,05;8,91;3,14;11;5;1
2020-10-04;2021-04-02;2020-10-04;da03dec0-1400-11eb-b0c0-3cf0113c8263;"=""448792646691691""";2558;Global;Visa;parcelado;447,79;435,74;12,05;8,91;3,14;11;6;1
2020-10-04;2021-05-02;2020-10-04;da03dec2-1400-11eb-a7cc-3cf0113c8263;"=""448792646691691""";2558;Global;Visa;parcelado;447,79;435,74;12,05;8,91;3,14;11;7;1
2020-10-04;2021-06-01;2020-10-04;da03dec4-1400-11eb-85ab-3cf0113c8263;"=""448792646691691""";2558;Global;Visa;parcelado;447,79;435,74;12,05;8,91;3,14;11;8;1
2020-10-04;2021-07-01;2020-10-04;da03dec6-1400-11eb-9de8-3cf0113c8263;"=""448792646691691""";2558;Global;Visa;parcelado;447,79;435,74;12,05;8,91;3,14;11;9;1
2020-10-04;2021-07-31;2020-10-04;da03dec8-1400-11eb-a16b-3cf0113c8263;"=""448792646691691""";2558;Global;Visa;parcelado;447,79;435,74;12,05;8,91;3,14;11;10;1
2020-10-04;2021-08-30;2020-10-04;da03deca-1400-11eb-a827-3cf0113c8263;"=""448792646691691""";2558;Global;Visa;parcelado;447,79;435,74;12,05;8,91;3,14;11;11;1
2020-07-26;2020-08-25;2020-07-26;da03f239-1400-11eb-8910-3cf0113c8263;"=""92338180949447""";6499;Rede;Elo;parcelado;827,68;807,9;19,78;14,57;5,21;5;1;1
2020-07-26;2020-09-24;2020-07-26;da03f23b-1400-11eb-9260-3cf0113c8263;"=""92338180949447""";6499;Rede;Elo;parcelado;827,68;807,9;19,78;14,57;5,21;5;2;1
2020-07-26;2020-10-24;2020-07-26;da03f23d-1400-11eb-ab82-3cf0113c8263;"=""92338180949447""";6499;Rede;Elo;parcelado;827,68;807,9;19,78;14,57;5,21;5;3;1
2020-07-26;2020-11-23;2020-07-26;da03f23f-1400-11eb-9b83-3cf0113c8263;"=""92338180949447""";6499;Rede;Elo;parcelado;827,68;807,9;19,78;14,57;5,21;5;4;1
2020-07-26;2020-12-23;2020-07-26;da03f241-1400-11eb-8af7-3cf0113c8263;"=""92338180949447""";6499;Rede;Elo;parcelado;827,68;807,9;19,78;14,57;5,21;5;5;1
2020-06-17;2020-07-17;2020-07-17;da03f243-1400-11eb-86f3-3cf0113c8263;"=""491105331347622""";6741;Global;Visa;credito;947,58;928,72;18,86;8,53;10,33;0;1;0
2020-10-16;2020-11-15;;da03f245-1400-11eb-a0df-3cf0113c8263;"=""501795585327658""";9608;Global;Elo;credito;325,14;318,67;6,47;2,93;3,54;0;1;0
2020-09-27;2020-10-27;;da0405c0-1400-11eb-9986-3cf0113c8263;"=""290574055412221""";3359;Rede;Elo;credito;652,41;639,43;12,98;5,87;7,11;0;1;0
2020-05-24;2020-06-23;2020-05-24;da0405c4-1400-11eb-b7cc-3cf0113c8263;"=""65764191499558""";2152;Global;Mastercard;parcelado;3,39;3,3;0,09;0,07;0,02;10;1;1
2020-05-24;2020-07-23;2020-05-24;da0405c6-1400-11eb-828b-3cf0113c8263;"=""65764191499558""";2152;Global;Mastercard;parcelado;3,39;3,3;0,09;0,07;0,02;10;2;1
2020-05-24;2020-08-22;2020-05-24;da0405c8-1400-11eb-a68b-3cf0113c8263;"=""65764191499558""";2152;Global;Mastercard;parcelado;3,39;3,3;0,09;0,07;0,02;10;3;1
2020-05-24;2020-09-21;2020-05-24;da0405ca-1400-11eb-ad0d-3cf0113c8263;"=""65764191499558""";2152;Global;Mastercard;parcelado;3,39;3,3;0,09;0,07;0,02;10;4;1
2020-05-24;2020-10-21;2020-05-24;da0405cc-1400-11eb-a087-3cf0113c8263;"=""65764191499558""";2152;Global;Mastercard;parcelado;3,39;3,3;0,09;0,07;0,02;10;5;1
2020-05-24;2020-11-20;2020-05-24;da0405ce-1400-11eb-9358-3cf0113c8263;"=""65764191499558""";2152;Global;Mastercard;parcelado;3,39;3,3;0,09;0,07;0,02;10;6;1
2020-05-24;2020-12-20;2020-05-24;da0405d0-1400-11eb-b790-3cf0113c8263;"=""65764191499558""";2152;Global;Mastercard;parcelado;3,39;3,3;0,09;0,07;0,02;10;7;1
2020-05-24;2021-01-19;2020-05-24;da0405d2-1400-11eb-8a9f-3cf0113c8263;"=""65764191499558""";2152;Global;Mastercard;parcelado;3,39;3,3;0,09;0,07;0,02;10;8;1
2020-05-24;2021-02-18;2020-05-24;da0405d4-1400-11eb-a114-3cf0113c8263;"=""65764191499558""";2152;Global;Mastercard;parcelado;3,39;3,3;0,09;0,07;0,02;10;9;1
2020-05-24;2021-03-20;2020-05-24;da0405d6-1400-11eb-be54-3cf0113c8263;"=""65764191499558""";2152;Global;Mastercard;parcelado;3,39;3,3;0,09;0,07;0,02;10;10;1
2020-08-11;2020-09-10;2020-09-10;da04194c-1400-11eb-b383-3cf0113c8263;"=""721931939883358""";5583;Global;Visa;credito;792,41;776,64;15,77;7,13;8,64;0;1;0
2019-12-16;2020-01-15;2020-01-15;da04194e-1400-11eb-b7a6-3cf0113c8263;"=""641505534624261""";9742;Global;Hiper;credito;782,53;766,96;15,57;7,04;8,53;0;1;0
2020-10-04;2020-10-05;2020-10-05;da041950-1400-11eb-8119-3cf0113c8263;"=""654084595583032""";802;Global;Hiper;debito;656,8;650,23;6,57;3,28;3,29;0;1;0
2020-04-17;2020-05-17;2020-05-17;da042cd3-1400-11eb-a29a-3cf0113c8263;"=""861473975082738""";7149;Global;Elo;parcelado;114,44;111,7;2,74;2,01;0,73;6;1;0
2020-04-17;2020-06-16;2020-06-16;da042cd5-1400-11eb-889b-3cf0113c8263;"=""861473975082738""";7149;Global;Elo;parcelado;114,44;111,7;2,74;2,01;0,73;6;2;0
2020-04-17;2020-07-16;2020-07-16;da042cd7-1400-11eb-b0fc-3cf0113c8263;"=""861473975082738""";7149;Global;Elo;parcelado;114,44;111,7;2,74;2,01;0,73;6;3;0
2020-04-17;2020-08-15;2020-08-15;da042cd9-1400-11eb-9fad-3cf0113c8263;"=""861473975082738""";7149;Global;Elo;parcelado;114,44;111,7;2,74;2,01;0,73;6;4;0
2020-04-17;2020-09-14;2020-09-14;da042cdb-1400-11eb-a84f-3cf0113c8263;"=""861473975082738""";7149;Global;Elo;parcelado;114,44;111,7;2,74;2,01;0,73;6;5;0
2020-04-17;2020-10-14;2020-10-14;da042cdd-1400-11eb-bb42-3cf0113c8263;"=""861473975082738""";7149;Global;Elo;parcelado;114,44;111,7;2,74;2,01;0,73;6;6;0
2020-08-07;2020-08-08;2020-08-08;da042cdf-1400-11eb-867a-3cf0113c8263;"=""53165320471998""";5757;Rede;Mastercard;debito;973,75;964,01;9,74;4,87;4,87;0;1;0
2020-09-06;2020-10-06;2020-09-06;da042ce3-1400-11eb-9078-3cf0113c8263;"=""90717950748726""";4999;Rede;Visa;parcelado;701,14;684,38;16,76;12,34;4,42;5;1;1
2020-09-06;2020-11-05;2020-09-06;da042ce5-1400-11eb-ad4c-3cf0113c8263;"=""90717950748726""";4999;Rede;Visa;parcelado;701,14;684,38;16,76;12,34;4,42;5;2;1
2020-09-06;2020-12-05;2020-09-06;da044059-1400-11eb-b8c9-3cf0113c8263;"=""90717950748726""";4999;Rede;Visa;parcelado;701,14;684,38;16,76;12,34;4,42;5;3;1
2020-09-06;2021-01-04;2020-09-06;da04405b-1400-11eb-8563-3cf0113c8263;"=""90717950748726""";4999;Rede;Visa;parcelado;701,14;684,38;16,76;12,34;4,42;5;4;1
2020-09-06;2021-02-03;2020-09-06;da04405d-1400-11eb-a163-3cf0113c8263;"=""90717950748726""";4999;Rede;Visa;parcelado;701,14;684,38;16,76;12,34;4,42;5;5;1
2020-10-19;2020-11-18;;da044061-1400-11eb-b8f1-3cf0113c8263;"=""353874277745533""";836;Global;Visa;parcelado;520,75;508,3;12,45;9,17;3,28;2;1;0
2020-10-19;2020-12-18;;da044063-1400-11eb-9f68-3cf0113c8263;"=""353874277745533""";836;Global;Visa;parcelado;520,75;508,3;12,45;9,17;3,28;2;2;0
2020-05-17;2020-05-18;2020-05-18;da044065-1400-11eb-b7a3-3cf0113c8263;"=""542813380664199""";4462;Rede;Visa;debito;252,25;249,73;2,52;1,26;1,26;0;1;0
2020-08-17;2020-09-16;2020-09-16;da044067-1400-11eb-9f14-3cf0113c8263;"=""462842569475901""";5340;Rede;Elo;credito;198,97;195,01;3,96;1,79;2,17;0;1;0
2020-05-27;2020-06-26;2020-05-27;da0453e9-1400-11eb-b04d-3cf0113c8263;"=""223956471691375""";4938;Rede;Mastercard;parcelado;785,91;764,77;21,14;15,64;5,5;8;1;1
2020-05-27;2020-07-26;2020-05-27;da0453eb-1400-11eb-9197-3cf0113c8263;"=""223956471691375""";4938;Rede;Mastercard;parcelado;785,91;764,77;21,14;15,64;5,5;8;2;1
2020-05-27;2020-08-25;2020-05-27;da0453ed-1400-11eb-9eba-3cf0113c8263;"=""223956471691375""";4938;Rede;Mastercard;parcelado;785,91;764,77;21,14;15,64;5,5;8;3;1
2020-05-27;2020-09-24;2020-05-27;da0453ef-1400-11eb-907c-3cf0113c8263;"=""223956471691375""";4938;Rede;Mastercard;parcelado;785,91;764,77;21,14;15,64;5,5;8;4;1
2020-05-27;2020-10-24;2020-05-27;da0453f1-1400-11eb-b8a7-3cf0113c8263;"=""223956471691375""";4938;Rede;Mastercard;parcelado;785,91;764,77;21,14;15,64;5,5;8;5;1
2020-05-27;2020-11-23;2020-05-27;da0453f3-1400-11eb-a029-3cf0113c8263;"=""223956471691375""";4938;Rede;Mastercard;parcelado;785,91;764,77;21,14;15,64;5,5;8;6;1
2020-05-27;2020-12-23;2020-05-27;da0453f5-1400-11eb-a2a8-3cf0113c8263;"=""223956471691375""";4938;Rede;Mastercard;parcelado;785,91;764,77;21,14;15,64;5,5;8;7;1
2020-05-27;2021-01-22;2020-05-27;da0453f7-1400-11eb-91f5-3cf0113c8263;"=""223956471691375""";4938;Rede;Mastercard;parcelado;785,91;764,77;21,14;15,64;5,5;8;8;1
2020-09-01;2020-09-02;2020-09-02;da0453f9-1400-11eb-b7c5-3cf0113c8263;"=""124326000439042""";5108;Global;Hiper;debito;227,86;225,58;2,28;1,14;1,14;0;1;0
2020-07-05;2020-08-04;2020-08-04;da046770-1400-11eb-b580-3cf0113c8263;"=""831244353152476""";6048;Rede;Visa;parcelado;635,6;620,41;15,19;11,19;4,0;3;1;0
2020-07-05;2020-09-03;2020-09-03;da046772-1400-11eb-90c4-3cf0113c8263;"=""831244353152476""";6048;Rede;Visa;parcelado;635,6;620,41;15,19;11,19;4,0;3;2;0
2020-07-05;2020-10-03;2020-10-03;da046774-1400-11eb-8229-3cf0113c8263;"=""831244353152476""";6048;Rede;Visa;parcelado;635,6;620,41;15,19;11,19;4,0;3;3;0
2020-07-13;2020-08-12;2020-08-12;da046776-1400-11eb-af52-3cf0113c8263;"=""359567097720578""";2239;Rede;Mastercard;credito;263,05;257,82;5,23;2,37;2,86;0;1;0
2020-08-07;2020-09-06;2020-09-06;da047afa-1400-11eb-b084-3cf0113c8263;"=""476529647952071""";9160;Global;Mastercard;parcelado;715,94;696,68;19,26;14,25;5,01;10;1;0
2020-08-07;2020-10-06;2020-10-06;da047afc-1400-11eb-ba53-3cf0113c8263;"=""476529647952071""";9160;Global;Mastercard;parcelado;715,94;696,68;19,26;14,25;5,01;10;2;0
2020-08-07;2020-11-05;;da047afe-1400-11eb-97f5-3cf0113c8263;"=""476529647952071""";9160;Global;Mastercard;parcelado;715,94;696,68;19,26;14,25;5,01;10;3;0
2020-08-07;2020-12-05;;da047b00-1400-11eb-83c0-3cf0113c8263;"=""476529647952071""";9160;Global;Mastercard;parcelado;715,94;696,68;19,26;14,25;5,01;10;4;0
2020-08-07;2021-01-04;;da047b02-1400-11eb-b897-3cf0113c8263;"=""476529647952071""";9160;Global;Mastercard;parcelado;715,94;696,68;19,26;14,25;5,01;10;5;0
2020-08-07;2021-02-03;;da047b04-1400-11eb-9aae-3cf0113c8263;"=""476529647952071""";9160;Global;Mastercard;parcelado;715,94;696,68;19,26;14,25;5,01;10;6;0
2020-08-07;2021-03-05;;da047b06-1400-11eb-aeba-3cf0113c8263;"=""476529647952071""";9160;Global;Mastercard;parcelado;715,94;696,68;19,26;14,25;5,01;10;7;0
2020-08-07;2021-04-04;;da047b08-1400-11eb-b17c-3cf0113c8263;"=""476529647952071""";9160;Global;Mastercard;parcelado;715,94;696,68;19,26;14,25;5,01;10;8;0
2020-08-07;2021-05-04;;da047b0a-1400-11eb-8f51-3cf0113c8263;"=""476529647952071""";9160;Global;Mastercard;parcelado;715,94;696,68;19,26;14,25;5,01;10;9;0
2020-08-07;2021-06-03;;da047b0c-1400-11eb-9577-3cf0113c8263;"=""476529647952071""";9160;Global;Mastercard;parcelado;715,94;696,68;19,26;14,25;5,01;10;10;0
2020-02-09;2020-03-10;2020-02-09;da047b10-1400-11eb-9e24-3cf0113c8263;"=""275537217754828""";338;Global;Elo;parcelado;603,7;589,27;14,43;10,63;3,8;2;1;1
